3.5,-0.9
3.5,-1.38
3.5,-1.85
3.1,-2.3
2.5,-2.3
1.85,-2.3
1.49,-1.85
1.49,-1.38
1.49,-0.9
1.85,-0.45
2.5,-0.45
3.1,-0.45
